DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Victim_id,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,Location_id
200106105,1/30/2020 0:00,1/28/2020 0:00,1725,1,Central,124,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,1085,0,M,X,726,POLICE FACILITY,,,IC,Invest Cont,956,,,,100 W  1ST                          ST,,34.0522,-118.2434,1085
200106107,1/30/2020 0:00,1/30/2020 0:00,1350,1,Central,161,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344,1086,31,M,O,727,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,440,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631,1086
200106108,1/30/2020 0:00,1/29/2020 0:00,2030,1,Central,185,1,330,BURGLARY FROM VEHICLE,1609 0344,1087,30,M,W,101,STREET,,,IC,Invest Cont,330,,,,E  11TH                         ST,S  MAIN                         ST,34.0391,-118.2581,1087
200106109,1/31/2020 0:00,1/29/2020 0:00,1400,1,Central,156,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0344 1300 1606,1088,0,M,W,101,STREET,,,IC,Invest Cont,420,,,,6TH,WALL                         ST,34.0428,-118.2461,1088
200106111,1/30/2020 0:00,1/30/2020 0:00,2100,1,Central,182,1,330,BURGLARY FROM VEHICLE,1307 0344,1089,37,M,C,108,PARKING LOT,,,IC,Invest Cont,330,,,,W  12TH                         ST,S  HOPE                         ST,34.0408,-118.2644,1089
200809562,5/17/2020 0:00,5/17/2020 0:00,1430,8,West LA,826,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0325 1822 1420 0104,1090,0,X,X,403,DRUG STORE,,,IC,Invest Cont,442,,,,11900    SAN VICENTE                  BL,,34.0571,-118.474,1090
201108104,4/7/2020 0:00,4/6/2020 0:00,1900,11,Northeast,1162,1,510,VEHICLE - STOLEN,,1091,0,,,101,STREET,,,IC,Invest Cont,510,,,,4300    GATEWAY                      AV,,34.0941,-118.2835,1091
200106117,1/31/2020 0:00,1/31/2020 0:00,1000,1,Central,185,2,624,BATTERY - SIMPLE ASSAULT,0444 0416,1092,67,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,300 E  11TH                         ST,,34.0378,-118.2561,1092
200106119,1/31/2020 0:00,1/31/2020 0:00,400,1,Central,166,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1202 1822 2034 0344 1218,1093,66,F,W,101,STREET,,,IC,Invest Cont,440,,,,600 S  SAN PEDRO                    ST,,34.0421,-118.2469,1093
200106121,1/31/2020 0:00,1/27/2020 0:00,1315,1,Central,195,2,946,OTHER MISCELLANEOUS CRIME,1309 1501,1094,0,X,X,103,ALLEY,,,IC,Invest Cont,946,,,,S  16TH                         ST,W  SANTEE,34.0324,-118.2605,1094
200106124,1/31/2020 0:00,1/30/2020 0:00,2000,1,Central,159,1,330,BURGLARY FROM VEHICLE,1609 1822 1307 0344 0329,1095,43,M,W,101,STREET,,,IC,Invest Cont,330,,,,500    MATEO                        ST,,34.0415,-118.2332,1095
200106125,1/31/2020 0:00,1/30/2020 0:00,2100,1,Central,165,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0913 0344 2060,1096,54,F,H,101,STREET,,,IC,Invest Cont,440,,,,7TH,WALL,34.0419,-118.2485,1096
200106127,1/31/2020 0:00,1/30/2020 0:00,1345,1,Central,157,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0361 0431 1218 2004,1097,42,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",512,MACE/PEPPER SPRAY,IC,Invest Cont,230,,,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439,1097
201226354,12/5/2020 0:00,12/5/2020 0:00,1830,12,77th Street,1213,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 1309 0913 0447,1098,29,M,H,101,STREET,212,BOTTLE,AO,Adult Other,230,998,,,1600 W  54TH                         ST,,33.9933,-118.3052,1098
200414732,11/9/2020 0:00,10/1/2020 0:00,1700,4,Hollenbeck,469,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000 0913 1243 1814 0444 0419,1099,19,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,3RD                          ST,INDIANA,34.0332,-118.1924,1099
200815069,10/9/2020 0:00,10/9/2020 0:00,1400,8,West LA,819,1,320,"BURGLARY, ATTEMPTED",1202 1607 1822,1100,68,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320,,,,200    WOODRUFF                     AV,,34.0768,-118.4352,1100
200612810,7/19/2020 0:00,7/19/2020 0:00,1740,6,Hollywood,638,1,761,BRANDISH WEAPON,1253 0334 0432 0312 1300 1309 0906 1822 0353 0371,1101,38,F,B,801,MTA BUS,102,HAND GUN,IC,Invest Cont,761,,,,WESTERN,HOLLYWOOD,34.1022,-118.3093,1101
201108147,4/8/2020 0:00,4/8/2020 0:00,745,11,Northeast,1135,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0361 1202,1102,63,F,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,745,,,,2200    MARICOPA                     DR,,34.1105,-118.2239,1102
200106142,1/31/2020 0:00,1/31/2020 0:00,1130,1,Central,156,2,624,BATTERY - SIMPLE ASSAULT,2004 0444 0917 0913,1103,41,F,B,516,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500    SAN JULIAN                   ST,,34.0446,-118.245,1103
200106143,1/31/2020 0:00,1/24/2020 0:00,1300,1,Central,111,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),344,1104,68,F,O,108,PARKING LOT,,,IC,Invest Cont,420,,,,600 N  GRAND                        AV,,34.0606,-118.2439,1104
200106146,1/31/2020 0:00,1/31/2020 0:00,1130,1,Central,156,2,624,BATTERY - SIMPLE ASSAULT,0444 2004,1105,33,M,W,516,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500    SAN JULIAN                   ST,,34.0446,-118.245,1105
200106147,1/28/2020 0:00,1/27/2020 0:00,1700,1,Central,182,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0377,1106,43,M,H,101,STREET,,,IC,Invest Cont,420,,,,GRAND,PICO,34.0389,-118.2643,1106
200106148,1/31/2020 0:00,1/31/2020 0:00,1245,1,Central,153,1,330,BURGLARY FROM VEHICLE,0344 1302 0329,1107,49,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,600 S  SPRING                       ST,,34.0467,-118.252,1107
200106149,1/31/2020 0:00,1/31/2020 0:00,1425,1,Central,153,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,1108,33,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,600 S  SPRING                       ST,,34.0467,-118.252,1108
200106150,1/31/2020 0:00,1/31/2020 0:00,200,1,Central,164,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 1234 1822,1109,37,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,6TH,SPRING,34.046,-118.2509,1109
200106164,1/31/2020 0:00,1/30/2020 0:00,1004,1,Central,192,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1307 0329,1110,22,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,1300 S  FLOWER                       ST,,34.0401,-118.2668,1110
200106166,1/31/2020 0:00,1/31/2020 0:00,1015,1,Central,166,1,210,ROBBERY,0432 0337 0344 1822 1218,1111,49,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,,6TH,SAN PEDRO,34.0423,-118.2452,1111
200304583,1/10/2020 0:00,1/10/2020 0:00,705,3,Southwest,361,2,901,VIOLATION OF RESTRAINING ORDER,2038 0913,1112,37,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,901,,,,3900    URSULA                       AV,,34.0163,-118.3523,1112
200808438,4/18/2020 0:00,4/18/2020 0:00,1930,8,West LA,842,1,330,BURGLARY FROM VEHICLE,1402 0202 0216 1309 1609 0913 1814,1113,25,F,W,707,GARAGE/CARPORT,,,AA,Adult Arrest,330,998,,,11700    TEXAS                        AV,,34.0472,-118.459,1113
200106172,1/31/2020 0:00,1/31/2020 0:00,1310,1,Central,119,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 2032 0344 0910,1114,28,M,H,966,MTA - GOLD LINE - UNION STATION,,,IC,Invest Cont,440,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374,1114
200106173,1/31/2020 0:00,1/31/2020 0:00,1935,1,Central,171,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,1115,34,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,FIGUEROA,OLYMPIC,34.045,-118.2628,1115
200106174,1/31/2020 0:00,1/31/2020 0:00,1851,1,Central,156,1,480,BIKE - STOLEN,1822 0910 2032 0344,1116,40,M,W,101,STREET,,,IC,Invest Cont,480,,,,5TH,SAN PEDRO,34.0442,-118.2439,1116
200106175,1/31/2020 0:00,1/31/2020 0:00,830,1,Central,157,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 1605 1218 0344,1117,49,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439,1117
201004548,1/14/2020 0:00,1/14/2020 0:00,1316,10,West Valley,1043,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1100 0913,1118,18,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,AA,Adult Arrest,930,,,,18600    HATTERAS                     ST,,34.1774,-118.5387,1118
200106178,1/31/2020 0:00,1/31/2020 0:00,1830,1,Central,142,2,624,BATTERY - SIMPLE ASSAULT,0416 0913 2004,1119,33,M,A,757,BASKETBALL COURTS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,400 S  HOPE                         ST,,34.0522,-118.2538,1119
200106179,2/1/2020 0:00,2/1/2020 0:00,415,1,Central,153,1,220,ATTEMPTED ROBBERY,1822 2033 1218 1268 0416 0429 0337,1120,59,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,,,5TH,SPRING,34.0474,-118.2496,1120
220213256,7/14/2022 0:00,7/14/2020 0:00,900,2,Rampart,257,2,354,THEFT OF IDENTITY,0100 0928 1202,1121,79,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1200 W  7TH                          ST,,34.0552,-118.2675,1121
200106181,1/30/2020 0:00,1/23/2020 0:00,1330,1,Central,101,2,354,THEFT OF IDENTITY,930,1122,33,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1300 W  SUNSET                       BL,,34.0685,-118.246,1122
200106182,2/1/2020 0:00,2/1/2020 0:00,500,1,Central,147,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 1218 2032 0344,1123,45,M,B,517,MISSIONS/SHELTERS,,,IC,Invest Cont,440,,,,300 E  5TH                          ST,,34.0453,-118.2443,1123
200106183,1/31/2020 0:00,1/31/2020 0:00,745,1,Central,159,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2032 0344,1124,34,M,W,101,STREET,,,IC,Invest Cont,341,,,,E  4TH                          ST,SEATON                       ST,34.0433,-118.2377,1124
200106184,1/31/2020 0:00,1/30/2020 0:00,2230,1,Central,139,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,1125,37,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,100 S  VIGNES                       ST,,34.0484,-118.2339,1125
200106185,1/31/2020 0:00,1/31/2020 0:00,1330,1,Central,182,1,330,BURGLARY FROM VEHICLE,1307 0386,1126,38,M,C,108,PARKING LOT,,,IC,Invest Cont,330,,,,W  9TH                          ST,S  OLIVE                        ST,34.0437,-118.2582,1126
200106186,2/1/2020 0:00,1/31/2020 0:00,1930,1,Central,105,1,510,VEHICLE - STOLEN,,1127,0,,,101,STREET,,,IC,Invest Cont,510,,,,500    SOLANO                       AV,,34.0736,-118.2312,1127
200106187,2/1/2020 0:00,1/31/2020 0:00,2230,1,Central,192,1,330,BURGLARY FROM VEHICLE,1609 0344,1128,23,M,W,504,OTHER RESIDENCE,,,IC,Invest Cont,330,,,,1300 S  FLOWER                       ST,,34.0401,-118.2668,1128
200106193,2/1/2020 0:00,1/31/2020 0:00,1500,1,Central,195,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1822 1606 0344,1129,38,M,B,101,STREET,,,IC,Invest Cont,420,,,,1800 S  MAIN                         ST,,34.0317,-118.2641,1129
201109103,5/7/2020 0:00,5/7/2020 0:00,140,11,Northeast,1109,2,888,TRESPASSING,0913 2004,1130,60,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,1400 W  HILL                         DR,,34.1441,-118.1952,1130
201224597,11/16/2020 0:00,11/16/2020 0:00,1840,12,77th Street,1204,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0431 0913 0400 1309 2000,1131,31,M,B,102,SIDEWALK,512,MACE/PEPPER SPRAY,IC,Invest Cont,236,,,,N  VERMONT                      AV,45TH                         ST,34.0026,-118.2915,1131
200106197,2/1/2020 0:00,2/1/2020 0:00,1315,1,Central,164,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 2004,1132,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,745,,,,100 E  7TH                          ST,,34.0446,-118.2507,1132
200106198,2/1/2020 0:00,2/1/2020 0:00,1030,1,Central,111,2,624,BATTERY - SIMPLE ASSAULT,0429 2004 1822,1133,52,F,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,00    OLVERA                       ST,,34.0569,-118.2385,1133
200106199,2/1/2020 0:00,1/31/2020 0:00,2330,1,Central,182,1,510,VEHICLE - STOLEN,,1134,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,OLYMPIC,FLOWER                       ST,34.0444,-118.2628,1134
200507056,3/11/2020 0:00,3/11/2020 0:00,2105,5,Harbor,566,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1817 1300,1135,39,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,740,,,,400 W  8TH                          ST,,33.737,-118.2857,1135
200106208,2/1/2020 0:00,2/1/2020 0:00,1630,1,Central,111,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,1136,0,,,101,STREET,,,IC,Invest Cont,420,,,,600 W  SUNSET                       BL,,34.0596,-118.2427,1136
200106209,2/1/2020 0:00,2/1/2020 0:00,1200,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),344,1137,35,M,O,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577,1137
200106210,2/1/2020 0:00,2/1/2020 0:00,1620,1,Central,138,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0411 1822 1218 2004 0906,1138,40,M,B,103,ALLEY,207,OTHER KNIFE,IC,Invest Cont,230,,,,BOYD                         ST,LOS ANGELES                  ST,34.0478,-118.2454,1138
201008883,5/9/2020 0:00,5/9/2020 0:00,540,10,West Valley,1047,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0444 0448 1813,1139,38,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,5700    CHICOPEE                     AV,,34.1748,-118.5123,1139
200106214,2/1/2020 0:00,1/31/2020 0:00,2100,1,Central,159,1,330,BURGLARY FROM VEHICLE,0329 1822 1307 0344 1609,1140,40,M,H,101,STREET,,,IC,Invest Cont,330,,,,4TH,ALAMEDA,34.0433,-118.2381,1140
200913781,8/21/2020 0:00,8/20/2020 0:00,503,9,Van Nuys,923,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100 1402 1407 0913,1141,0,X,X,101,STREET,107,OTHER FIREARM,AO,Adult Other,753,998,,,14600    KITTRIDGE                    ST,,34.1907,-118.4509,1141
200106217,2/1/2020 0:00,2/1/2020 0:00,1515,1,Central,156,2,625,OTHER ASSAULT,1202 0913 0356,1142,62,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625,,,,500    WALL                         ST,,34.0449,-118.2458,1142
200106218,2/1/2020 0:00,1/31/2020 0:00,1000,1,Central,152,2,624,BATTERY - SIMPLE ASSAULT,0429 0416 1822,1143,44,M,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 W  7TH                          ST,,34.0491,-118.2558,1143
200106220,2/1/2020 0:00,2/1/2020 0:00,130,1,Central,111,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1206 1414 1234 1822 0411 0416 0429,1144,29,M,H,101,STREET,207,OTHER KNIFE,IC,Invest Cont,230,,,,600 N  SPRING                       ST,,34.0582,-118.2387,1144
200106221,2/1/2020 0:00,2/1/2020 0:00,1710,1,Central,111,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,1145,44,M,H,102,SIDEWALK,,,IC,Invest Cont,440,,,,ALPINE,GRAND                        AV,34.0637,-118.2434,1145
200106222,2/2/2020 0:00,2/1/2020 0:00,2130,1,Central,185,1,330,BURGLARY FROM VEHICLE,1414 0329 1822 1307 1609 0344,1146,36,F,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,LOS ANGELES,OLYMPIC                      BL,34.0396,-118.2558,1146
200106224,2/2/2020 0:00,2/1/2020 0:00,1525,1,Central,119,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1268 2003 0910 0431 2004 1822,1147,26,M,H,834,LA UNION STATION (NOT LINE SPECIFIC),512,MACE/PEPPER SPRAY,AA,Adult Arrest,230,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374,1147
200106225,2/2/2020 0:00,2/1/2020 0:00,2220,1,Central,171,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,1148,45,M,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 W  OLYMPIC                      BL,,34.045,-118.264,1148
200106226,2/2/2020 0:00,2/1/2020 0:00,2220,1,Central,171,2,624,BATTERY - SIMPLE ASSAULT,0419 1822,1149,36,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 W  OLYMPIC                      BL,,34.045,-118.264,1149
200106227,2/2/2020 0:00,2/1/2020 0:00,2220,1,Central,171,2,624,BATTERY - SIMPLE ASSAULT,0444 1822,1150,19,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 W  OLYMPIC                      BL,,34.045,-118.264,1150
200106228,2/2/2020 0:00,2/1/2020 0:00,2220,1,Central,171,2,624,BATTERY - SIMPLE ASSAULT,0444 1822,1151,17,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 W  OLYMPIC                      BL,,34.045,-118.264,1151
200106229,2/1/2020 0:00,2/1/2020 0:00,1930,1,Central,152,1,330,BURGLARY FROM VEHICLE,1822 0329 0344 1307 1609,1152,24,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,600 S  OLIVE                        ST,,34.0481,-118.2542,1152
200106230,2/2/2020 0:00,2/1/2020 0:00,1900,1,Central,161,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0377 1822 2032 0344,1153,23,F,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341,,,,800 S  FIGUEROA                     ST,,34.0483,-118.2631,1153
200106231,2/2/2020 0:00,2/1/2020 0:00,2000,1,Central,162,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 2032,1154,31,M,A,503,HOTEL,,,IC,Invest Cont,341,,,,400 W  8TH                          ST,,34.0445,-118.2558,1154
200106232,2/2/2020 0:00,1/12/2020 0:00,1200,1,Central,162,2,354,THEFT OF IDENTITY,0377 1822,1155,27,M,W,710,OTHER PREMISE,,,IC,Invest Cont,354,,,,800 S  GRAND                        AV,,34.0459,-118.2579,1155
200106236,2/2/2020 0:00,2/2/2020 0:00,300,1,Central,152,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0910 1218 0411 1822,1156,30,M,B,802,MUNICIPAL BUS LINE INCLUDES LADOT/DASH,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230,,,,7TH                          ST,HOPE                         ST,34.0487,-118.2588,1156
200106237,2/2/2020 0:00,2/1/2020 0:00,1930,1,Central,192,1,330,BURGLARY FROM VEHICLE,1609 1822 0329 1307 0344,1157,25,F,A,101,STREET,,,IC,Invest Cont,330,,,,FLOWER,VENICE,34.037,-118.2688,1157
200106238,2/2/2020 0:00,2/1/2020 0:00,1855,1,Central,174,1,330,BURGLARY FROM VEHICLE,0329 1609 1307 0344 1822,1158,25,F,O,108,PARKING LOT,,,IC,Invest Cont,330,,,,700 S  SPRING                       ST,,34.0445,-118.2523,1158
200106239,2/2/2020 0:00,2/2/2020 0:00,100,1,Central,174,1,350,"THEFT, PERSON",1822 0344 0305,1159,22,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,350,,,,SPRING                       ST,MAIN                         ST,34.0416,-118.255,1159
200106242,2/2/2020 0:00,2/2/2020 0:00,400,1,Central,129,2,624,BATTERY - SIMPLE ASSAULT,1414 0416 1822,1160,23,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,CENTER                       ST,COMMERCIAL                   ST,34.0527,-118.2314,1160
200106243,2/2/2020 0:00,2/2/2020 0:00,140,1,Central,153,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0444,1161,42,M,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,500 S  HILL                         ST,,34.0488,-118.2518,1161
200106244,2/2/2020 0:00,2/2/2020 0:00,140,1,Central,151,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2033 0416 2000 1814 0913,1162,34,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",302,BLUNT INSTRUMENT,IC,Invest Cont,236,,,,900    WILSHIRE                     BL,,34.0501,-118.2592,1162
200106245,2/2/2020 0:00,2/1/2020 0:00,1640,1,Central,145,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 2032 0344 0910,1163,0,M,W,101,STREET,,,IC,Invest Cont,440,,,,4TH,MAIN,34.0482,-118.2472,1163
200106246,2/2/2020 0:00,2/1/2020 0:00,2000,1,Central,162,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0913 1814,1164,27,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,400 W  8TH                          ST,,34.0445,-118.2558,1164
200106247,2/2/2020 0:00,1/31/2020 0:00,1200,1,Central,176,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0907 1414 0345 1218 0411 0913,1165,44,M,B,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230,,,,MAPLE,8TH,34.0408,-118.2511,1165
200215059,9/16/2020 0:00,9/16/2020 0:00,250,2,Rampart,236,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0408 0444 1814,1166,23,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,100 S  MOUNTAIN VIEW                AV,,34.0648,-118.2708,1166
200106253,2/2/2020 0:00,2/1/2020 0:00,1000,1,Central,192,1,510,VEHICLE - STOLEN,,1167,0,,,101,STREET,,,IC,Invest Cont,510,,,,1500 S  OLIVE                        ST,,34.0359,-118.2648,1167
200106255,2/2/2020 0:00,2/2/2020 0:00,45,1,Central,128,1,648,ARSON,1501,1168,54,F,W,203,OTHER BUSINESS,506,FIRE,IC,Invest Cont,648,,,,300 E  1ST                          ST,,34.0504,-118.2409,1168
200106257,2/2/2020 0:00,2/2/2020 0:00,1100,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 2004,1169,35,M,B,406,OTHER STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577,1169
200106266,2/2/2020 0:00,2/2/2020 0:00,1130,1,Central,152,2,623,BATTERY POLICE (SIMPLE),2004 0917 1212 0416 2003 0319 1414,1170,40,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,623,,,,500 W  6TH                          ST,,34.0481,-118.2542,1170
200106270,2/2/2020 0:00,2/2/2020 0:00,515,1,Central,119,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2034 2029 1822,1171,38,M,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440,,,,500    RAMIREZ                      ST,,34.0552,-118.2322,1171
200106273,2/2/2020 0:00,1/31/2020 0:00,2000,1,Central,139,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0910 0329,1172,54,M,B,811,"OTHER RR TRAIN (UNION PAC, SANTE FE ETC",,,IC,Invest Cont,745,,,,300 S  SANTA FE                     AV,,34.046,-118.2326,1172
200106275,2/2/2020 0:00,1/31/2020 0:00,2000,1,Central,152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032 1822,1173,34,M,B,738,LIBRARY,,,IC,Invest Cont,440,,,,600 W  5TH                          ST,,34.0502,-118.254,1173
